ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"WALSH, Joe",W.B.,Singles: 7-inch,Rock,"B-side= ""Here We Are Now.""","29519 ""I Can Play That Rock & Roll"" ",Near Mint
"WALSH, Johnny",W.B.,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Girl Machine.""","5196 ""Beautiful Obsession"" ",Near Mint
"WALTERS, Bill",FRATERNITY,Singles: 7-inch,Rock 'n' Roll,"B-side= ""I Really Mean It."" Bizarre novelty song. Sticker on one side of label.","813 ""Orang-Ou-  Tango"" ",Very Good
WAR,U.A.,Singles: 7-inch,Rock,"U.A. 706. ""Low Rider"" and ""So.""", ,Very Good
"WARD, Billy, & Dominoes",DECCA,Singles: 7-inch,Doo Wop,"B-side= ""Home Is Where You Hang Your Heart.""","29933 ""St. Theresa of the  Roses"" ",Near Mint
"WARD, Dale",DOT,Singles: 7-inch,Rock,"B-side= ""Fortune Teller.""","16672 ""One Last Kiss  Cherie"" ",Near Mint
"WARD, Robin",DOT,Singles: 7-inch,Rock,"B-side= ""Dream Boy.""","16530 ""Wonderful Summer"" ",Very Good
"WARWICK, Dionne",SCEPTER,Singles: 7-inch,Rock,"Scepter 12203. ""I Say A Little Prayer"" and ""(Theme From) Valley Of The Dolls.""",12000 series ,Very Good +
"WASHINGTON, Dinah",MERCURY,Singles: 7-inch,Pop,"Mercury 70439. ""Dream"" and ""I Don't Hurt Anymore."" With original Mercury sleeve.",70046 thru 71377 ,Very Good +
"WASHINGTON, Dinah",MERCURY,Singles: 7-inch,Pop,"Mercury 71508. ""Unforgettable"" and ""Nothing In The World.""",71435 thru 71560 ,Very Good
"WASHINGTON, Dinah",MERCURY,Picture Sleeves,Pop,"","71778 ""Early Every  Morning"" ",Very Good ++
"WASHINGTON, Dinah",MERCURY,Singles: 7-inch,Pop,"Mercury 72040. ""Cold Cold Heart"" and ""I Don't Hurt Anymore.""",71958 thru 72040 ,Very Good +
"WATKINS, Billy",IMPERIAL,Promotional Singles,Soul,"B-side= ""Somebody's Love.""","66371 ""Echoes"" ",Very Good +
"WAYNE, Paul",SUNBEAM,Singles: 7-inch,Rock 'n' Roll,"B-side= ""I'm Coming Home, Darling.""","101 ""Going Down To The River"" ",Near Mint
WE FIVE,A&M,Singles: 7-inch,Rock,"A&M 770. ""You Were On My Mind"" and ""Small World.""",770 thru 1072 ,Very Good ++
"WEAVER, Wayne",RUFF,Singles: 7-inch,Rock,"B-side= ""That's Me.""","1013 ""Love Shy"" ",Very Good +
"WEAVER, Wayne",RUFF,Singles: 7-inch,Rock,"B-side= ""That's Me."" Small stain on b-side label.","1013 ""Love Shy"" ",Very Good
DREAM WEAVERS,DECCA,Singles: 7-inch,Pop,"Decca 27670. ""Kisses Sweeter Than Wine"" and ""When The Saints Go Marching In.""", ,Very Good
"WEBER, Joan",COLUMBIA,Singles: 7-inch,Pop,"Columbia 40366. ""Let Me Go Lover"" and ""Marionette."" Stickers on both sides of labels.",40366 thru 40709 ,Very Good ++
"WEED, Gene",CHALLENGE,Promotional Singles,Country,"B-side= ""Ramblin' Round.""","59291 ""Man With A Plan"" ",Near Mint
"WEIGHT, The",BERTRAM INT,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Another Side Of This Life."""," 230 ""Flip, Flop, and  Fly""",Near Mint
"WEINE, Sherri",WORLD ARTISTS,Promotional Singles,Northern Soul,"B-side= ""Don't Forget.""","1038 ""Start The World Spinning"" ",Near Mint
"WELCH, Bob",CAPITOL,Singles: 7-inch,Rock,"Capitol 4543. ""Ebony Eyes"" and ""Outskirts."" Small sticker on one side of label.", ,Very Good
"WELCH, Bob",CAPITOL,Singles: 7-inch,Rock,"Capitol 4543. ""Ebony Eyes"" and ""Outskirts."" Name written on one side of label.", ,Very Good ++
"WELCH, Bob",CAPITOL,Promotional Singles,Rock,"","4543 ""Ebony Eyes"" ",Near Mint
"WELCH, Bob",CAPITOL,Singles: 7-inch,Rock,"Capitol 4685. ""Precious Love"" and ""Something Strong.""", ,Very Good
"WELCH, Lenny",CADENCE,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Are You Sincere.""","1439 ""Since I Fell for  You"" ",Near Mint
C.L. & PICTURES,JAMIE,Promotional Singles,Rock,"B-side= ""The Same People.""","1398 ""You Really Slipped One By Me""
 ",Near Mint
"WELLS, Cory",VALIANT,Singles: 7-inch,Rock,"B-side= ""Say Goodbye To Donna."" Small cut-out hole.","714 ""Sinner Man"" ",Very Good
"WELLS, Mary",JUBILEE,Promotional Singles,Soul,"","5695 ""Sweet Love"" ",Very Good ++
"WELLS, Mary",MOTOWN,Singles: 7-inch,Soul,"Motown 1039. ""Laughing Boy"" and ""Two Wrongs Don't Make A Right."" Small cut-out hole. With original Motown sleeve.",1035 thru 1048 ,Near Mint
"WELZ, Joey",CAPRICE,Singles: 7-inch,Rock 'n' Roll,"Caprice 2342. ""The Return Of Haley's Comet"" and ""Space Ryder.""", ,Near Mint
"WELZ, Joey",CAPRICE,Picture Sleeves,Rock 'n' Roll,"Caprice 2342. ""The Return Of Haley's Comet.""", ,Near Mint
"WHITCOMB, Ian",TOWER,Singles: 7-inch,Rock,"Tower 155. ""N-E-R-V-O-U-S!"" and ""The End.""",155 thru 192 ,Very Good
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Bald Headed Woman."" Small sticker on b-side.","31725 ""I Can't Explain"" ",Near Mint
WHO,MCA,Singles: 7-inch,Rock,"MCA 60174. ""Pinball Wizard"" and ""Dogs Part Two.""", ,Near Mint
WHO,TRACK,Singles: 7-inch,Rock,"Track 32983. ""Join Together"" and ""Baby Don't You Do It."" Small sticker on b-side of label.", ,Very Good
WILBURN BROTHERS,DECCA,Singles: 7-inch,Country,"Decca 29887. ""Deep Elem Blues"" and ""I'm So In Love With You."" Tape on one side of label.",29190 thru 30428 ,Very Good ++
WILBURN BROTHERS,DECCA,Singles: 7-inch,Country,"Decca 30087. ""Great Big Love"" and ""Go Away With Me."" Tape on one side of label.",29190 thru 30428 ,Very Good ++
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 10696. ""Why Don't You Love Me"" and ""A House Without Love."" Small sticker on one side of label.",10000 & 11000 series ,Very Good
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 12077. ""Someday You'll Call My Name"" and ""The First Fall Of Snow.""",12029 thru 12332 ,Very Good
"WILLIAMS, Larry, & Johnny Watson",BELL,Promotional Singles,Soul,"B-side= ""Can't Find No Substitute For Love.""","813 ""I Could Love You Baby"" ",Near Mint
"WILSON, J. Frank",GOLD,Singles: 7-inch,Rock,"B-side= ""Hey Little One.""","11 ""Last Kiss"" ",Near Mint
"WILSON, J. Frank",JOSIE,Singles: 7-inch,Rock,"B-side= ""That's How Much I Love You."" Tape residue on one side of label.","923 ""Last Kiss"" ",Very Good
"WILSON, Norris",MGM,Promotional Singles,Rock,"B-side= ""Chantilly Lace."" Writing on label.","13323 ""Where The Action Is"" ",Very Good
"WINWOOD, Steve",VIRGIN,Picture Sleeves,Rock,"Virgin 99326. ""Roll With It.""", ,Very Good ++
"WINWOOD, Steve",VIRGIN,Picture Sleeves,Rock,"Virgin 99326. ""Roll With It.""", ,Very Good +
"WOMACK, Bobby",U.A.,Singles: 7-inch,Soul,"U.A. 196. ""Across 110th Street"" and ""Hang On In There.""", ,Very Good
WOOLIES,DUNHILL,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Hey Girl."" Small sticker on one side of label.","4052 ""Who Do You  Love"" ",Near Mint
"WRIGHT, Ginny",FABOR,Singles: 7-inch,Country,"Fabor 105. ""My Chihuahua Dog"" and ""I Saw E'Sau.""",Except 101 ,Near Mint
YARDBIRDS,EPIC,Picture Sleeves,Rock,Eric Clapton pictured.,"9823 ""Heart Full of Soul"" ",Very Good ++
"YOAKAM, Dwight",REPRISE,Picture Sleeves,Country,Small sticker on front of picture sleeve.,"28688 ""Guitars, Cadillacs"" ",Very Good ++
YELLOW PAYGES,UNI,Promotional Singles,Psychedelic/Garage,"B-side= ""Would You Mind If I Loved You.""","55153 ""Vanilla On My Mind"" ",Near Mint
"YUKON, Johnny",VERSATILE,Singles: 7-inch,Country,"Plays VG. B-side= ""Made To Be Loved.""","101 ""Magnolia"" ",Good
"WELD, Tuesday",PLAZA,Singles: 7-inch,Rock 'n' Roll,"B-side= ""All Through Spring And Summer."" Small label tear.","508 ""Are You the Boy"" ",Near Mint
"WENDRY, Bill, & Boss Tweeds",COLUMBIA,Promotional Singles,Psychedelic/Garage,"B-side= ""A Wristwatch Band.""","44605 ""Fire"" ",Very Good
"WERLEY, Coy, & Travelers",BROADCAST,Singles: 7-inch,Rockabilly,"B-side= ""The Same Old Key.""","1100 ""Rock Bottom Luck"" ",Very Good ++
"WES, Johnny",ROSE,Singles: 7-inch,Rock 'n' Roll,"B-side= ""I'm Not A Know It All."" X's on one side of label.","101 ""Hully Gully"" ",Near Mint
"WEST, Eastin",EVEREST,Promotional Singles,Soul,Vinyl is NM. Label damage on both sides of record. Rare soul.,"2028 ""Ring Telephone"" ",Near Mint
"WEST, Rick",SOLLY,Singles: 7-inch,Rock,"B-side= ""What I'm Looking For."" Recorded in Amarillo, Texas.","930 ""Crackin' Up"" ",Near Mint
"WHITE, Josh",MERCURY,Singles: 7-inch,Doo Wop,"Mercury 72278. ""Do You Close Your Eyes"" and ""Now You're Mine."" Small cut-out hole. With original Mercury sleeve.", ,Near Mint
"WHITMAN, Slim",IMPERIAL,Singles: 7-inch,Country,"B-side= ""China Doll.""","8156 ""Indian Love Call 1525 52 (Black vinyl. Black vinyl.",Near Mint
"WHITMAN, Slim",IMPERIAL,Singles: 7-inch,Country,"B-side= ""My Heart Is Broken In Three.""","8169 ""Keep It a Secret"" Black vinyl.",Very Good +
WEST WINDS,KAPP,Promotional Singles,Rock,"Vinyl is VG++. Water stains on both sides of label. Girl group. B-side= ""You're Lookin' At My Guy.""","588 ""Oowee, Oowee, Oowee, Oowee"" ",Very Good ++
WET WILLIE,CAPRICORN,Promotional Singles,Rock,"","0043 ""Keep On Smilin'"" ",Very Good
WHAM!,COLUMBIA,Singles: 7-inch,Rock,"Columbia 04840. ""Everything She Wants"" and ""Like A Baby.""
", ,Near Mint
"WHEELER, Karen",RCA,Picture Sleeves,Country,"","0223 ""Woman in Love"" ",Very Good ++
"WHEELER, Lloyd",FOURTEEN CARROT,Singles: 7-inch,Country,"B-side= ""Only A Memory.""","1052 ""The Bum"" ",Near Mint
"WHITBY, Gary",CARROLL,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Love Sincere.""","101 ""Fools Fall in  Love"" ",Very Good
"WHITCOMB, Ian",TOWER,Singles: 7-inch,Rock,"B-side= ""Poor But Honest.""","134 ""You Turn Me On"" ",Near Mint
"WHITE, Barry",UNLIMITED GOLD,Promotional Singles,Soul,"","1401 ""Any Fool Could See (You Were Meant For Me)"" ",Near Mint
"WHITE, Danny",ABC-PAR,Promotional Singles,Soul,"B-side= ""Love Is A Way Of Life.""","10589 ""Moonbeam"" ",Near Mint
"WHITE, Danny",DECCA,Singles: 7-inch,Northern Soul,"B-side= ""Cracked Up Over You.""","32048 ""Taking Inventory"" ",Very Good
"WHITE, Tony Joe",MONUMENT,Singles: 7-inch,Rock,"Monument 1104. ""Polk Salad Annie"" and ""Aspen Colorado.""", ,Near Mint
"WHITE, Tony Joe",MONUMENT,Singles: 7-inch,Rock,"Monument 1104. ""Polk Salad Annie"" and ""Aspen Colorado."" Name written on one side of label.", ,Very Good ++
"WHITE, Tony Joe",MONUMENT,Singles: 7-inch,Rock,"Monument 1169. ""The Migrant"" and ""Roosevelt And Ira Lee.""", ,Near Mint
WHITE RIDERS,BIG-K,Singles: 7-inch,Country,"B-side= ""Stand Up And Be Counted.""","1915 ""Dixie"" ",Near Mint
"WHITLEY, Ray",VEE JAY,Promotional Singles,Rock 'n' Roll,"B-side= ""Young Heartaches.""","521 ""Teenage Crush"" ",Near Mint
"WHITMAN, Slim",IMPERIAL,Singles: 7-inch,Country,"B-side= ""My Love Is Growing Stale.""","8134 ""Love Song of the   Waterfall"" ",Near Mint
WHO,ATCO,Singles: 7-inch,Rock,"B-side= ""Waltz For A Pig."" Small cut-out hole. With original Atco sleeve.","6409 ""Substitute"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Bald Headed Woman.""","31725 ""I Can't Explain"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Out In The Street.""","31877 ""My Generation"" ",Very Good
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""A Legal Matter."" With original Decca sleeve.","31988 ""The Kids Are  Alright"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side+ ""Whisky Man.""","32114 ""Happy Jack"" ",Very Good
WHO,DECCA,Picture Sleeves,Rock,Very small pinhole in top center of picture sleeve.,"32114 ""Happy Jack"" ",Very Good ++
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Doctor, Doctor.""","32156 ""Pictures of Lily"" ",Very Good +
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Mary-Anne With The Shaky Hands.""","32206 ""I Can See for   Miles"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Dr. Jekyll & Mr. Hyde.""","32288 ""Call Me Lightning"" ",Very Good
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Someone's Coming."" Small cut-out hole.","32362 ""Magic Bus"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Someone's Coming.""","32362 ""Magic Bus"" ",Very Good
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Dogs Part Two."" Small cut-out hole.","32465 ""Pinball Wizard"" ",Very Good
WHO,DECCA,Picture Sleeves,Rock,Small piece of brown paper glued to both sides of picture sleeve.,"32465 ""Pinball Wizard"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Here For More.""","32670 ""The Seeker"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""I Don't Even Know Myself."" Small cut-out hole.","32846 ""Won't Get Fooled  Again"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Overture From Tommy."" Gold label.","32729 ""See Me, Feel Me"" ",Near Mint
WHO,DECCA,Singles: 7-inch,Rock,"B-side= ""Overture From Tommy."" Gold label.","32729 ""See Me, Feel Me"" ",Very Good
WHO,MCA,Promotional Singles,Rock,"MCA 40152. ""Love, Reign O'Er Me.""",Except 8559 ,Very Good
WHO,MCA,Singles: 7-inch,Rock,"MCA 40475. ""Squeeze Box"" and ""Success Story.""", ,Very Good
WHO,MCA,Singles: 7-inch,Rock,"MCA 40948. ""Who Are You"" and ""Had Enough.""", ,Very Good
WHO,MCA,Singles: 7-inch,Rock,"MCA 60106. ""See Me, Feel Me"" and ""Overture From Tommy.""", ,Very Good
WHO,MCA,Singles: 7-inch,Rock,"MCA 60174. ""Pinball Wizard"" and ""Dogs Part Two.""", ,Very Good
WHO,TRACK,Singles: 7-inch,Rock,"Track 32983. ""Join Together"" and ""Baby Don't You Do It.""", ,Very Good
WHO,TRACK,Singles: 7-inch,Rock,"Track 60106. ""See Me, Feel Me"" and ""Overture From Tommy.""", ,Near Mint
WHO,W.B.,Singles: 7-inch,Rock,"W.B. 49698. ""You Better You Bet"" and ""The Quiet One.""", ,Near Mint
WHO,W.B.,Picture Sleeves,Rock,"W.B. 49698. ""You Better You Bet.""", ,Near Mint
WHO,W.B.,Singles: 7-inch,Rock,"W.B. 29814. ""Eminence Front"" and ""One At A Time.""", ,Very Good ++
WHO,POLYDOR,Singles: 7-inch,Rock,"Made in England. B-side= ""I'm A Boy"" and ""Pictures Of Lily."" With original Polydor sleeve.","2058 803 ""Substitute"" ",Near Mint
WHO,POLYDOR,Singles: 7-inch,Rock,"Picture disc. Made in England. B-side= ""A Man Is A Man.""","WHOP 6 ""Athena"" ",Near Mint
"WIGGINS, Spencer",GOLDWAX,Promotional Singles,Northern Soul,"B-side= ""The Power Of A Woman.""","330 ""Lonely Man"" ",Very Good
WILBURN BROTHERS,DECCA,Singles: 7-inch,Country,"Decca 30087. ""Go Away With Me"" and ""Great Big Love."" Sticker on one side of label.",29190 thru 30428 ,Very Good ++
WILD ONES,SEARS,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Come On Back, Inst.""","2180 ""Come On Back"" ",Near Mint
WILD ONES,SEARS,Picture Sleeves,Psychedelic/Garage,"I'm guessing the photograph used for this cover was shot by Richard Avedon, world famous photographer.","2180 ""Come On Back"" ",Near Mint
"WILLIAMS, Andy",CADENCE,Singles: 7-inch,Pop,"Cadence 1358. ""The Hawaiian Wedding Song"" and ""The House Of Bamboo.""",1282 thru 1374 ,Near Mint
"WILLIAMS, Big Boy",JUANITA,Singles: 7-inch,Rockabilly,"B-side= ""Welder's Test."" Small Amarillo, Texas label.","0002 ""16 Tons"" ",Very Good
"WILLIAMS, Billy",CORAL,Singles: 7-inch,Rock 'n' Roll,"Coral 61932. ""Baby, Baby"" and ""Don't Let Go.""",61795 thru 62069 ,Very Good
"WILLIAMS, Billy",CORAL,Singles: 7-inch,Rock 'n' Roll,"Coral 61830. ""Date With The Blues"" and ""I'm Gonna Sit Right Down And Write Myself A Letter.""",61795 thru 62069 ,Very Good
"WILLIAMS, Bobby Earl",IX CHAINS,Singles: 7-inch,Soul,"B-side= ""Let Her Know.""","7000 ""That's the Way She  Is"" ",Very Good
"WILLIAMS, Dal",W.B.,Singles: 7-inch,Pop,"Novelty. B-side= ""What Is An Indian?"" With original W.B. sleeve. Small sticker on one side of label.","5136 "" Telephone Operator"" ",Very Good +
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11202. ""Half As Much"" and ""Let's Turn Back The Years."" Small sticker on one side of label.",10000 & 11000 series ,Very Good
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11318. ""Settin' The Woods On Fire"" and ""You Win Again.""",10000 & 11000 series ,Very Good
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11366. ""I'll Never Get Out Of This World Alive"" and ""I Could Never Be Ashamed Of You."" With original MGM sleeve.",10000 & 11000 series ,Very Good
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11416. ""Your Cheatin' Heart"" and ""Kaw-Liga.""",10000 & 11000 series ,Near Mint
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11479. ""Take These Chains From My Heart"" and ""Ramblin' Man."" With original MGM sleeve.",10000 & 11000 series ,Very Good +
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11479. ""Take These Chains From My Heart"" and ""Ramblin' Man.""",10000 & 11000 series ,Very Good ++
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 11479. ""Take These Chains From My Heart"" and ""Ramblin' Man.""",10000 & 11000 series ,Very Good
"WILLIAMS, Hank",MGM,Singles: 7-inch,Country,"MGM 13489. ""You Win Again"" and ""I'm So Lonesome I Could Cry."" With original MGM sleeve.",13000 series ,Near Mint
"WILLIAMS, John, Orchestra",ARISTA,Singles: 7-inch,Pop,"Arista 0300. ""Theme From Close Encounters Of The Third Kind"" and ""Nocturnal Pursuit.""", ,Near Mint
"WILLIAMS, John, Orchestra",ARISTA,Picture Sleeves,Pop,"Arista 0300. ""Theme From Close Encounters Of The Third Kind.""", ,Near Mint
"WILLIAMS, Juanita",GOLDEN WORLD,Promotional Singles,Soul,"B-side= ""You Knew What You Was Gettin'."" Smudge on top of b-side label...barely noticeable.","18 ""Baby Boy"" ",Very Good ++
"WILLIAMS, Pat",VERVE,Promotional Singles,Rock,"B-side= ""Don't Leave Me."" Name written on label.","5075 ""A Whiter Shade Of Pale"" ",Very Good
"WILLIAMS, Red",SANTO,Singles: 7-inch,Country,"B-side= ""Love's Not Worth It.""","9050 ""I Can't Believe (This Has Happened To Me)"" ",Very Good
"WILLIAMS, Sibelius",FELSTED,Promotional Singles,Rock,"Vinyl is NM. Label has staining on both sides. B-side= ""My Love, My Love.""","8680 ""He Gives Me Love"" ",Very Good +
"WILLIAMS, Tex",BOONE,Singles: 7-inch,Country,"Boone 1028. ""Too Many Tigers"" and ""Winter Snow.""", ,Near Mint
"WILLIAMS, Tex",SHASTA,Singles: 7-inch,Country,"Shasta 109. ""I'll Hold You In My Heart"" and ""Yankee Go Home."" B-side with Bonnie Sloan. Small sticker on one side of label.", ,Very Good ++
"WILLIAMS, Tracey",DORE,Promotional Singles,Rock 'n' Roll,"B-side= ""I Only Cry Once A Day Now.""","676 ""He Loves Me"" ",Very Good ++
WILLIES,BLUE RIVER,Singles: 7-inch,Rock,"B-side= ""Willie."" Teener.","211 ""The Willy"" ",Near Mint
WILLIS BROTHERS,STARDAY,Singles: 7-inch,Country,"Starday 681. ""Gonna Buy Me A Juke Box"" and ""Give Me 40 Acres (To Turn This Rig Around)."" Some label discoloration.", ,Very Good +
WILLIS BROTHERS,STARDAY,Singles: 7-inch,Country,"Starday 748. ""Love Thy Neighbor"" and ""Swing Til My Rope Breaks."" With original Starday sleeve.", ,Near Mint
WILLIS BROTHERS,STARDAY,Singles: 7-inch,Country,"Starday 760. ""Waltzing With Sin"" and ""Three Sheets In The Wind.""", ,Near Mint
WILL-O-BEES,DATE,Singles: 7-inch,Rock,"B-side= ""Looking Glass.""","1583 ""It's Not Easy"" ",Near Mint
WILLOWS,MGM,Promotional Singles,Soul,"B-side= ""My Kinda Guy.""","13484 ""Hurtin' All Over"" ",Very Good +
"WILLS, Bob",MGM,Singles: 7-inch,Country,"MGM 11832. ""St. Louis Blues"" and ""I've Got A New Road Under My Wheels.""", ,Very Good +
"WILLS, Bob",KAPP,Singles: 7-inch,Country,"B-side= ""I Wish I Felt This Way At Home.""","842 ""Looking over My  Shoulder"" ",Very Good +
"WILLS, Bob",KAPP,Singles: 7-inch,Country,"B-side= ""It's A Good World.""","988 ""Milk Cow Blues"" ",Very Good ++
"WILLS, Bob",KAPP,Promotional Singles,Country,"B-side= ""Look What Trouble Left Behind.""","2019 ""What Kind Of Girl Are You"" ",Near Mint
"WILSON, Al",ROCKY ROAD,Singles: 7-inch,Soul,"Rocky Road 30073. ""Listen to Me"" and ""Show And Tell.""", ,Near Mint
"WILSON, Coleman",KING,Singles: 7-inch,Country,"B-side= ""Flat Footed Mama."" With original King sleeve.","5512 ""Passing Zone Blues"" ",Near Mint
"WILSON, Coleman",KING,Singles: 7-inch,Country,"B-side= ""Flat Footed Mama.""","5512 ""Passing Zone Blues"" ",Near Mint
"WILSON, Danny",MEDWAY,Singles: 7-inch,Rock,"Great Orbison-like teener. B-side= ""Barcelona."" Minor label discoloration.","1701 ""Darling of My  Heart"" ",Very Good +
"WILSON, J. Frank",JOSIE,Singles: 7-inch,Rock,"B-side= ""That's How Much I Love You.""","923 ""Last Kiss"" ",Near Mint
"WILSON, J. Frank",JOSIE,Singles: 7-inch,Rock,"B-side= ""That's How Much I Love You.""","923 ""Last Kiss"" ",Very Good +
"WILSON, J. Frank",JOSIE,Singles: 7-inch,Rock,"B-side= ""That's How Much I Love You.""","923 ""Last Kiss"" ",Very Good
"WILSON, Joey",MODERN,Promotional Singles,Rock,"","7324 ""Hold On Girl"" ",Near Mint
"WILSON, Meri",BNA,Promotional Singles,Rock,"","8248 ""Peter The Meter Reader"" ",Near Mint
"WILSON, Meri",WMOT,Promotional Singles,Rock,"","02405 ""Peter The Meter Reader"" ",Near Mint
"WILSON, Tony / Barry Frank",BELL,Singles: 7-inch,Rock 'n' Roll,78 rpm. Small sticker on one side of label.,"67 ""The Stroll""/""When I'm with  You"" ",Very Good
WINGER,ATLANTIC,Promotional Singles,Rock,"","89041 ""Madalaine"" ",Near Mint
WINGER,ATLANTIC,Picture Sleeves,Rock,"Atlantic 89041. ""Madalaine.""", ,Very Good ++
"WINWOOD, Steve",ISLAND,Promotional Singles,Rock,With original Island sleeve.,"49656 ""While You See A Chance"" ",Near Mint
"WITHERS, Bill",COLUMBIA,Singles: 7-inch,Rock,"Columbia 10627. ""Lovely Day"" and ""It Ain't Because Of Me Baby.""", ,Near Mint
"WOLF, Peter",EMI AMERICA,Singles: 7-inch,Rock,"EMI America 8208. ""Lights Out"" and ""Poor Girl's Heart.""", ,Very Good
"WONDER, Stevie",MOTOWN,Singles: 7-inch,Soul,"Motown 1745. ""I Just Called To Say I Love You"" and ""Inst.""",1745 thru 2143 ,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"White label. B-side= ""I Call It Pretty Music, But The Old People Call It The Blues, Part 2.""","54061 ""I Call It Pretty  Music"" ",Very Good
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"B-side= ""Sad Boy."" Marks-a-lot on one side of label.","54103 ""Happy Street"" ",Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54124. ""Uptight (Everything's Alright)"" and ""Purple Rain Drops.""",54124 thru 54139 Black vinyl.,Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54136. ""Blowin In The Wind"" and ""Ain't That Asking For Trouble.""",54124 thru 54139 Black vinyl.,Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54165. ""Shoo-Be-Doo-Be-Doo-Da-Day"" and ""Why Don't You Lead Me To Love.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54196. ""Signed, Sealed, Delivered I'm Yours"" and ""I'm More Than Happy.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54202. ""We Can Work It Out"" and ""Never Dreamed You'd Leave In Summer.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54202. ""We Can Work It Out"" and ""Never Dreamed You'd Leave In Summer.""",54147 thru 54274 Black vinyl.,Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54208. ""If You Really Love Me"" and ""Think Of Me As Your Soldier.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54223. ""Keep On Running"" and ""Evil.""",54147 thru 54274 Black vinyl.,Very Good +
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54226. ""Superstition"" and ""You've Got It Bad Girl.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54226. ""Superstition"" and ""You've Got It Bad Girl.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54226. ""Superstition"" and ""You've Got It Bad Girl.""",54147 thru 54274 Black vinyl.,Very Good
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54232. ""You Are The Sunshine Of My Life"" and ""Tuesday Heartbreak.""",54147 thru 54274 Black vinyl.,Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54252. ""You Haven't Done Nothin'"" and ""Big Brother.""",54147 thru 54274 Black vinyl.,Very Good ++
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54254. ""Boogie On Raggae Woman"" and ""Seems So Long.""",54147 thru 54274 Black vinyl.,Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54254. ""Boogie On Raggae Woman"" and ""Seems So Long.""",54147 thru 54274 Black vinyl.,Very Good
