ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"HILL, Goldie",DECCA,Singles: 7-inch,Country,"Decca 28473. ""I Let The Stars Get In My Eyes"" and ""Waiting For A Letter."" [Ctry2]",28355 thru 30142 ,Near Mint
"HILL, Jessie",MINIT,Singles: 7-inch,Soul,"B-side= ""Highhead Blues."" Number written on B-side label. {R&B}","616 ""Scoop Scoobie  Doobie"" ",Very Good
"HILL, Joel",TRANS-AMERICAN,Singles: 7-inch,Rockabilly,"B-side= ""I Thought It Over.""","519 ""Little  Lover"" ",Very Good +
"HILL, Tiny, & His Orchestra",MERCURY,Singles: 7-inch,Rockabilly,"Mercury 5598. ""Hot Rod Race No. 2"" and ""Let's Live A Little.""", ,Very Good
"HILL, Z.Z.",KENT,Singles: 7-inch,Soul,"Kent 439. ""Happiness Is All I Need"" and ""Everybody Has To Cry."" {R&B}", ,Very Good
"HILL, Z.Z.",HILL,Singles: 7-inch,Soul,"B-side= ""Think People."" {R&B}","222 ""Don't Make Me Pay for His Mistakes"" ",Near Mint
"HILL, Z.Z.",AUDREY,Singles: 7-inch,Soul,"Audrey 224. ""Ain't Too Proud To Beg"" and ""Sweet Woman By Your Side."" {R&B}", ,Near Mint
"HILL, Z.Z.",MALACO,Singles: 7-inch,Soul,"Malaco 2079. ""Right Arm For Your Love"" and ""Cheating In The Next Room."" {R&B}", ,Near Mint
"HILL, Z.Z.",MANKIND,Singles: 7-inch,Soul,"Mankind 12012. ""I Think I'd Do It"" and ""Second Chance."" {R&B}", ,Near Mint
HILLTOPPERS,DOT,Singles: 7-inch,Pop,"Dot 15085. ""I'd Rather Die Young"" and ""P.S. I Love You.""",15018 thru 15437 ,Very Good
HILLTOPPERS,DOT,Singles: 7-inch,Pop,"Dot 15537. ""Marianne"" and ""You're Wasting Your Time.""",15451 thru 16054 ,Near Mint
"HINES, Sonny",SEEBURG,Singles: 7-inch,R&B,"B-side= ""Has Anybody Seen My Kitty?""","5021 ""Jelly, Jelly"" Discotek stereo juke box issue.",Near Mint
"HINTON, Joe",BACK BEAT,Singles: 7-inch,Soul,"B-side= ""Love Sick Blues."" {R&B}","537 ""You Know It Ain't  Right"" ",Very Good ++
"HINTON, Joe",BACK BEAT,Singles: 7-inch,Soul,"B-side= ""You Gotta Have Love."" {R&B}","541 ""Funny"" ",Near Mint
"HINTON, Joe",BACK BEAT,Singles: 7-inch,Soul,"Back Beat 550. ""Pledging My Love"" and ""Just A Kid Named Joe."" {R&B}",545 thru 589 ,Near Mint
"HITSON, Herman",MINIT,Promotional Singles,Northern Soul,"B-side= ""Better To Have Loved."" Small sticker on one side of label.","32072 ""Yes You Did"" ",Very Good
"HOBBS, Bud",MGM,Singles: 7-inch,Rockabilly,"B-side= ""I'm Gonna Set You Free.""","11964 ""Louisiana Swing"" ",Very Good
"HOBBS, Randy",EMBER,Promotional Singles,Rock,"B-side= ""Waiting And Watching."" Great guitar!","1109 ""Slowly But Surely"" ",Near Mint
"HODGE, Chris",APPLE,Singles: 7-inch,Rock,"B-side= ""Supersoul.""","1850 ""We're on Our Way"" ",Near Mint
"HODGES, Eddie",CADENCE,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Ain't Gonna Wash For A Week."" [RockB3]","1397 ""I'm Gonna Knock on Your Door"" ",Very Good
"HODGES, Eddie",CADENCE,Singles: 7-inch,Rock 'n' Roll,"B-side= ""I Make Believe It's You.""","1421 ""Made to Love"" ",Very Good ++
"HODGES, Gary",WARREN,Singles: 7-inch,Rock 'n' Roll,Very obscure record.,"Warren 100. ""Gonna Get Over You"" and ""Bad Name Sue."" ",Very Good ++
"HOFNER, Adolph",SARG,Singles: 7-inch,Country,"B-side= ""Dance The Paul Jones/Old Joe Clark."" [Ctry2]","152 ""Bandera Waltz"" ",Near Mint
"HOFNER, Adolph",SARG,Singles: 7-inch,Rockabilly,"B-side= ""Put Your Little Foot.""","207 ""Milk Cow Blues"" ",Very Good ++
"HOGAN, Silas",EXCELLO,Singles: 7-inch,R&B,"Excello 2251. ""Dark Clouds Rollin'"" and ""I'm In Love With You Baby.""", ,Near Mint
"HOLDEN, Ron",DONNA,Singles: 7-inch,Rock 'n' Roll,"B-side+ Susie Jane."" Name written on one side of label.","1324 ""Gee, But I'm  Lonesome"" Black vinyl.",Very Good +
"HOLDEN, Ron",DONNA,Singles: 7-inch,Rockabilly,"B-side= ""My Babe."" With the Thunderbirds.","1315 ""Love You So"" Blue or Green label.",Very Good
HOLE,SYMPATHY,Singles: 7-inch,Rock,"B-side= ""Phonebillsong/johnnies in the bathroom."" Includes mint picture sleeve.","53 ""Retard Girl"" ",Near Mint
"HOLIDAY, Billie",VERVE,Singles: 7-inch,R&B,"B-side= ""These Foolish Things (Remind Me Of You)."" With original Verve sleeve.","10181 ""Strange Fruit"" ",Near Mint
"HOLIDAY, Chico",RCA,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Cuckoo Girl.""","47-7499 ""Young Ideas"" Monaural.",Very Good
HOLIDAYS,COLLECTABLES,Singles: 7-inch,Doo Wop,"Specialty 533. ""Irene"" and ""Aw-Aw-Baby."" With original Collectables sleeve.","533 ""Aw-Aw-Baby ",Near Mint
HOLIDAYS,GOLDEN WORLD,Singles: 7-inch,Doo Wop,"B-side= ""No Greater Love.""","47 ""Watch Out  Girl"" ",Very Good
"HOLLAND, Bobby",DON-EL,Singles: 7-inch,Northern Soul,"B-side= ""Because I Love You.""","117 ""Two Steps Ahead Of A Woman"" ",Very Good
"HOLLAND, Eddie",MOTOWN,Singles: 7-inch,Northern Soul,Mega Rare One sided DJ copy. Stars drawn on label. With original Motown sleeve. {Belding Box},"1021 ""Jamie"" ",Very Good
"HOLLAND, Sherry",JUKE-BOX,Singles: 7-inch,Country,"B-side= ""He Only Had Ten."" [Ctry2]","162 ""Next"" ",Near Mint
HOLLIES,IMPERIAL,Singles: 7-inch,Rock,"Imperial 66134. ""Look Through Any Window"" and ""So Lonely."" [RockB3]",66119 thru 66258 ,Very Good
HOLLIES,POLYDOR,Picture Sleeves,Rock,Made in Germany.,"2040 130 ""I'm Down"" ",Very Good +
HOLLIES,POLYDOR,Singles: 7-inch,Rock,"Made in Germany. B-side= ""Hello Lady Goodbye.""","2040 130 ""I'm Down"" ",Near Mint
HOLLIES,EPIC,Singles: 7-inch,Rock,"Epic 10871. ""Long Cool Woman (In A Black Dress)"" and ""Look What We've Got."" [RockB3]",10754 thru 11100 ,Very Good
HOLLIES,ATLANTIC,Singles: 7-inch,Rock,"B-side= ""Musical Pictures.""","89819 ""Stop in the Name of  Love"" ",Near Mint
HOLLIES,EPIC,Singles: 7-inch,Rock,"Epic 10298. ""Jennifer Eccles"" and ""Try It."" [RockB3]",10180 thru 10613 ,Very Good
HOLLIES,ATLANTIC,Picture Sleeves,Rock,"","89819 ""Stop in the Name of  Love"" ",Very Good +
HOLLIES,IMPERIAL,Picture Sleeves,Rock,"","66231 ""On a Carousel"" ",Very Good +
"HOLLOWAY, Brenda",TAMLA,Singles: 7-inch,Northern Soul,"Plays VG. B-side= ""Land Of A Thousand Boys."" [RockB3]","54094 ""Every Little Bit  Hurts"" ",Good
"HOLLOWAY, Brenda",TAMLA,Singles: 7-inch,Northern Soul,"Tamla 54111. ""When I'm Gone"" and ""I've Been Good To You."" {R&B}",54111 thru 54137 ,Very Good
HOLLY TWINS,LIBERTY,Singles: 7-inch,Rockabilly,"B-side= ""The Tender Age.""","55048 ""I Want Elvis for  Christmas"" With Eddie Cochran.",Very Good
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Everyday."" Small sticker on one side of label. With original Coral sleeve.","61885 ""Peggy Sue"" ",Very Good ++
"HOLLY, Buddy",BRUNSWICK,Singles: 7-inch,Rockabilly,"B-side= ""Lonesome Tears."" Small sticker on one side of label. With original Brunswick sleeve.","55094 ""It's So   Easy"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Well....All Right."" With original Coral sleeve.","62051 ""Heartbeat"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Now We're One."" With original Coral sleeve.","62006 ""Early in the  Morning"" ",Very Good +
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Take Your Time."" With original Coral sleeve.","61985 ""Rave On"" ",Near Mint
"HOLLY, Buddy",BRUNSWICK,Singles: 7-inch,Rockabilly,"Vinyl discoloration on both sides of record. Does not affect play. B-side= ""Tell Me How."" With original Brunswick sleeve.","55053 ""Maybe  Baby"" ",Very Good ++
"HOLLY, Buddy",BRUNSWICK,Singles: 7-inch,Rockabilly,"B-side= ""Not Fade Away."" With original Brunswick sleeve.","55035 ""Oh Boy"" ",Near Mint
"HOLLY, Buddy",BRUNSWICK,Singles: 7-inch,Rockabilly,"B-side= ""Fool's Paradise."" With original Brunswick sleeve.","55072 ""Think It  Over"" ",Very Good +
"HOLLY, Buddy",BRUNSWICK,Singles: 7-inch,Rockabilly,"B-side= I'm Lookin' For Someone To Love."" Small sticker on one side of label. With original Brunswick sleeve.","55009 ""That'll Be the  Day"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""I'm Gonna Love You Too."" With original Coral sleeve.","61947 ""Listen to Me"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Not Fade Away."" With original Coral sleeve. Slight label wear.","62407 ""Maybe Baby"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Raining In My Heart."" With original Coral sleeve.","62074 ""It Doesn't Matter  Anymore"" ",Very Good ++
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""I'm Gonna Love You Too."" With original Coral sleeve.","62390 ""Rock Around with Ollie  Vee"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Wait Till The Sun Shines Nellie."" With original Coral sleeve.","62329 ""Reminiscing"" ",Very Good ++
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""That Makes It Tough."" With original Coral sleeve.","62210 ""True Love Ways"" ",Very Good ++
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""Crying, Waiting, Hoping."" With original Coral sleeve.","62134 ""Peggy Sue Got  Married"" Orange label.",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"Multi-colored label. B-side= ""Wishing."" With original Coral sleeve.","62369 ""Brown Eyed Handsome  Man"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""True Love Ways."" With original Coral sleeve.","62352 ""Bo Diddley"" ",Near Mint
"HOLLY, Buddy",MCA,Singles: 7-inch,Rockabilly,"B-side= ""Peggy Sue."" With original MCA sleeve.","60004 ""Everyday"" ",Very Good +
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""You're The One."" With original Coral sleeve.","62558 ""Love Is Strange"" ",Near Mint
"HOLLY, Buddy",CORAL,Singles: 7-inch,Rockabilly,"B-side= ""What To Do."" With original Coral sleeve.","62448 ""Slippin' & Slidin' "" ",Near Mint
"HOLLY, Buddy",DECCA,Singles: 7-inch,Rockabilly,"B-side= ""You Are My One Desire."" With original Decca sleeve.","30166 ""Modern Don  Juan"" With silver star and lines under the name Decca.",Very Good
"HOLLY, Buddy",DECCA,Singles: 7-inch,Rockabilly,"B-side= ""Girl On My Mind."" With original Decca sleeve.","30650 ""Ting-A-Ling"" With silver lines on both sides of the name Decca.",Very Good
"HOLLY, Buddy",DECCA,Singles: 7-inch,Rockabilly,"B-side= ""You Are My One Desire."" With original Decca sleeve. Small sticker on one side of sleeve.","30543 ""Love Me"" With silver star and lines under the name Decca.",Near Mint
"HOLLY, Buddy",DECCA,Singles: 7-inch,Rockabilly,"B-side= ""You Are My One Desire.""","30543 ""Love Me"" With silver lines on both sides of the name Decca.",Very Good
"HOLLY, Buddy",CORAL,EPs: 7-inch,Rockabilly,"""It Doesn't Matter Anymore"" and ""Heartbeat"" and ""Raining In My Heart"" and ""Early In The Morning.""","81182 ""The Buddy Holly  Story"" ",Very Good
"HOLLY, Buddy",CORAL,EPs: 7-inch,Rockabilly,"""Listen To Me"" and ""Peggy Sue"" and ""I'm Gonna Love You Too"" and ""Everyday."" Small checkmark on one side of label.","81169 ""Listen to Me"" ",Very Good
"HOLLY, Buddy",CORAL,Picture Sleeves,Rockabilly,"","62558 ""Love Is Strange"" ",Near Mint
HOLLYWOOD ARGYLES,PAXLEY,Singles: 7-inch,Doo Wop,"B-side= ""The Grubble.""","752 ""You Been Torturing Me"" ",Very Good
HOLLYWOOD ARGYLES,LUTE,Singles: 7-inch,Doo Wop,"B-side= ""So Fine.""","6002 ""Hully Gully"" ",Near Mint
HOLLYWOOD ARGYLES,LUTE,Singles: 7-inch,Doo Wop,"B-side= ""Gun Totin Critter Called Jack.""","5908 ""Bug-Eyed Man"" ",Very Good
HOLLYWOOD ARGYLES,LUTE,Singles: 7-inch,Doo Wop,"B-side= ""Sho' Know A Lot About Love.""","5905 ""Alley-Oop"" ",Very Good +
HOLLYWOOD FLAMES,EBB,Singles: 7-inch,Doo Wop,"B-side= ""Crazy.""","119 ""Buzz, Buzz, Buzz"" ",Very Good ++
HOLLYWOOD FLAMES,EBB,Singles: 7-inch,Doo Wop,"B-side= ""Frankenstein's Den."" Tape residue on one side of label.","144 ""Strollin' on the Beach"" ",Very Good
HOLLYWOOD TORNADOES,AERTAUN,Singles: 7-inch,Surf,"B-side= ""The Gremmie-Part II.""","101 ""The Gremmie"" ",Very Good ++
HOLLYWOOD VINES,CAPITOL,Singles: 7-inch,Surf,"B-side= ""When Johnny Comes Slidin' Home.""","4511 ""Cruisin' "" ",Very Good
"HOLMAN, Eddie",ABC,Promotional Singles,Soul,"B-side= ""Cause You're Mine Little Girl.""","11265 ""I'll Be There"" ",Near Mint
"HOLMES, Eldridge",ATCO,Singles: 7-inch,Northern Soul,DJ copy. Writing on one side of label. With original Atco sleeve.,"6701 ""Pop Popcorn  Children"" ",Very Good ++
"HOLMES, Jake",TOWER,Promotional Singles,Rock,"B-side= ""Think I'm Being Had.""","313 ""You Can't Get Love"" ",Very Good
"HOLMES, Leroy & Arnold Stang",MGM,Picture Sleeves,Pop,"","12693 ""Lotsa Luck Charlie!"" ",Very Good +
"HOLMES, Leroy, Orchestra",U.A.,Promotional Singles,Instrumental,"B-side= ""Goofus."" [InstB2]","50104 ""Bend It"" ",Near Mint
"HOLMES, Mary",PHILLY GROOVE,Singles: 7-inch,Northern Soul,DJ copy.,"158 ""I Need Your  Lovin' "" ",Very Good
"HOLMES, Richard ""Groove""",PRESTIGE,Singles: 7-inch,Rock,"Prestige 718. """"See See Rider, Pts. 1 & 2.""", ,Very Good
"HOLMES, Rupert",INFINITY,Singles: 7-inch,Rock,"The Pina Colada Song. B-side= ""Drop It."" With original Infinity sleeve.","50035 ""Escape"" May also be found on exact same label, but with MCA instead of Infinity.",Near Mint
"HOLMES, Salty",DECCA,Singles: 7-inch,Rockabilly,"Lines on either side of Decca, no star. B-side= ""Blue Eyes Crying In The Rain."" And His Brown County Boys. With original Decca sleeve.","46313 ""Harmonica Boogie"" ",Very Good ++
"HOLMES, Wade",4 STAR,Singles: 7-inch,Country,"B-side= ""Rose Of Mexico."" [Ctry2]","1656 ""You're Too Tired"" ",Very Good
HOMBRES,VERVE FORECAST,Singles: 7-inch,Rock,"B-side= ""Go Girl, Go.""","5058 ""Let It All Hang  Out"" ",Near Mint
HOME FOLKS,WESTPORT,Singles: 7-inch,Country,"B-side= ""You're In My Every Dream."" [Ctry2]","142 ""Don't Wait"" ",Very Good ++
HOMER & JETHRO,RCA,Singles: 7-inch,Country,"RCA 0170. ""I've Got Tears In My Ears"" and ""She Made Toothpicks Of The Timber Of My Heart."" With original RCA sleeve.",0110 thru 0349 Green vinyl.,Near Mint
HOMER & JETHRO,RCA,Singles: 7-inch,Country,"RCA 4290. ""Too Young"" and ""Too Old To Cut The Mustard.""",0110 thru 0468 Black vinyl.,Very Good ++
HOMER & JETHRO,RCA,Singles: 7-inch,Country,"RCA 5280. ""Pore Ol' Koo-Liger"" and ""That Hound Dog In The Window.""",4239 thru 6342 ,Near Mint
HOMER & JETHRO,RCA,Singles: 7-inch,Country,"RCA 6542. ""Hart Brake Motel"" and ""Two Tone Shoes.""",6374 thru 7704 ,Near Mint
HOMESICK JAMES,BLUESVILLE,Singles: 7-inch,R&B,"B-side= ""Crawlin'.""","826 ""The Woman I'm  Lovin' "" ",Near Mint
HONDELLS,MERCURY,Singles: 7-inch,Surf,"B-side= ""Hot Rod High."" With original Mercury sleeve.","72324 ""Little Honda"" ",Very Good +
HONEY CONE,HOT WAX,Singles: 7-inch,Soul,"Hot Wax 7011. ""Want Ads"" and ""We Belong Together.""", ,Near Mint
HONEYCOMBS,INTERPHON,Singles: 7-inch,Rock,"Interphon 7707. ""Have I The Right?"" and ""Please Don't Pretend Again.""", ,Very Good
HONEYDRIPPERS,ESPARANZA,Promotional Singles,Rock,"","99701 ""Sea Of Love"" ",Near Mint
HONEYDRIPPERS,ESPARANZA,Singles: 7-inch,Rock,"Esparanza 99701. ""Sea Of Love"" and ""I Get A Thrill."" [RockB3]", ,Near Mint
HONEYDRIPPERS,ESPARANZA,Picture Sleeves,Rock,"Esparanza 99701. ""Sea Of Love."" [RockB3]", ,Near Mint
HONG KONG WHITE SOX / Brumley Prunk,TRANS-WORLD,Singles: 7-inch,Rock 'n' Roll,Writing on one side of label.,"6906 ""Cholley-Oop""/""He'd Better Go"" ",Very Good
HOODOO,FASHION,Singles: 7-inch,Rockabilly,"B-side= ""Teenage Chant.""","001 ""Hoodoo The Voodoo"" ",Very Good +
"HOOKER, Earl / Junior Wells",CHIEF,Singles: 7-inch,Instrumental,"Cool blues instrumental. Cool label! B-side= ""Galloping Horses A Lazy Mule.""","7016 ""Blues in D Natural"" ",Very Good
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""I'm Mad Again."" With original Vee-Jay sleeve.","379 ""I'm Going Upstairs"" ",Very Good ++
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""You've Taken My Woman.""","293 ""I Love You Honey"" ",Very Good
"HOOKER, John Lee",VEE-JAY,Promotional Singles,R&B,"B-side= ""Rosie Mae.""","255 ""Little Wheel"" ",Very Good
"HOOKER, John Lee",MODERN,Singles: 7-inch,R&B,"B-side= ""The Syndicator."" Label wear.","966 ""Hug and  Squeeze"" ",Very Good
"HOOKER, John Lee",VEE-JAY,Promotional Singles,R&B,"B-side= ""Hobo Blues.""","331 ""Crawlin Kingsnake"" ",Very Good
"HOOKER, John Lee",CHART,Singles: 7-inch,R&B,"B-side= ""Wobbling Baby."" Edge chip on B-side that does not affect play. Small sticker on one side of label.","609 ""Going South"" ",Good
"HOOKER, John Lee",VEE-JAY,Promotional Singles,R&B,"B-side= ""Take Me As I Am."" With original Vee-Jay sleeve.","397 ""Want Ad Blues"" ",Near Mint
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""A New Leaf.""","453 ""She's Mine"" ",Very Good ++
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""I'm In The Mood.""","308 ""Maudie"" ",Very Good
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""Drug Store Woman.""","438 ""Boom Boom"" ",Very Good ++
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""Tupelo."" With original Vee-Jay sleeve.","366 ""Dusty Road"" ",Near Mint
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""Birmingham Blues.""","538 ""I'm Leaving"" ",Near Mint
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""Take A Look At Yourself.""","493 ""Frisco Blues"" ",Near Mint
"HOOKER, John Lee",VEE-JAY,Singles: 7-inch,R&B,"B-side= ""Don't Look Back.""","575 ""Send Me Your  Pillow"" ",Near Mint
HOOTERS,COLUMBIA,Promotional Singles,Rock,"","05568. ""And We Danced"" ",Near Mint
HOOTERS,COLUMBIA,Picture Sleeves,Rock,"Columbia 05568. ""And We Danced.""", ,Very Good +
HOOTERS,COLUMBIA,Singles: 7-inch,Rock,"Columbia 07241. ""Johnny B"" and ""Lucy In The Sky With Diamonds.""", ,Near Mint
"HOPKIN, Mary",APPLE,Singles: 7-inch,Rock,"Apple 1801. ""Those Were The Days"" and ""Turn, Turn, Turn."" [RockB3]", ,Very Good ++
"HOPKIN, Mary",APPLE,Picture Sleeves,Rock,"Apple 1816. ""Temma Harbour.""", ,Very Good
"HOPKINS, Lightnin'",BLUESVILLE,Singles: 7-inch,R&B,"B-side= ""You Better Stop Her.""","824 ""Goin' Away"" ",Very Good ++
"HOPKINS, Lightnin'",DART,Singles: 7-inch,R&B,"B-side= ""Grievance Blues.""","123 ""Unsuccessful Blues"" ",Very Good ++
"HOPKINS, Lightnin'",HERALD,Promotional Singles,R&B,"B-side= ""That's Alright Baby."" Name written on one side of label.","483 ""Finally Met My Baby"" ",Very Good
"HOPKINS, Lightnin'",FIRE,Singles: 7-inch,R&B,"B-side= ""Glory Be."" Writing on label.","1034 ""Mojo Hand"" ",Very Good ++
"HOPKINS, Lightnin'",SITTIN,Singles: 7-inch,R&B,"A-side= VG++; B-side= VG due to a couple of scratches that click a little but do not affect play. B-side= ""Freight Train Blues."""," 658 ""Broken Hearted  Blues"")(Red vinyl.",Very Good +
"HOPKINS, Lightnin'",SHAD,Promotional Singles,R&B,"B-side= ""Mad As I Can Be.""","5011 ""Hello Central"" ",Very Good ++
"HOPKINS, Lightnin'",PRESTIGE,Singles: 7-inch,R&B,"Prestige 374. ""You Cook All Right"" and ""T Model Blues.""",326 thru 452 ,Near Mint
"HOPKINS, Lightnin'",PRESTIGE,Promotional Singles,R&B,"B-side= ""T Model Blues.""","374 ""You Cook All Right"" ",Near Mint
"HOPKINS, Lightnin'",JEWEL,Singles: 7-inch,R&B,"Jewel 796. ""Wig Wearing Woman"" and ""Move On Out, Part 2.""", ,Near Mint
"HORTON, Johnny",COLUMBIA,Picture Sleeves,Country,"","42063 ""Ole Slew-Foot"" ",Very Good
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""She Knows Why."" With original Columbia sleeve.","40919 ""The Woman I  Need"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Promotional Singles,Rockabilly,"B-side= ""Let's Take The Long Way Home."" With original Columbia sleeve.","40986 ""I'll Do It Every Time"" ",Very Good ++
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""I'm Ready, If You're Willing."" With original Columbia sleeve.","21504 ""Honky-Tonk  Man"" ",Very Good
"HORTON, Johnny",COLUMBIA,Picture Sleeves,Country,"","42774 ""When It's Springtime In Alaska"" ",Very Good +
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""I Don't Like I Did."" With original Columbia sleeve.","21538 ""I'm a One - Woman  Man"" ",Very Good +
"HORTON, Johnny",COLUMBIA,Promotional Singles,Country,"B-side= ""All For The Love Of A Girl.""","41339 ""The Battle Of New Orleans"" ",Very Good ++
"HORTON, Johnny",COLUMBIA,Promotional Singles,Rockabilly,"B-side= ""Words.""","42302 ""Honky-Tonk Man"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Promotional Singles,Rockabilly,"Record has an edge warp that does not affect play in any way. B-side= ""You're My Baby."" With original Columbia sleeve.","41043 ""Lover's Rock"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""I Got A Hole In My Pirogue."" With original Columbia sleeve.","40813 ""I'm Coming  Home"" ",Very Good ++
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"Vinyl is NM. Small label tear on one side. B-side= ""Let's Take The Long Way Home."" With original Columbia sleeve.","40986 ""I'll Do It Every  Time"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""Sal's Got A Sugar Lip.""","41437 ""Johnny Reb"" ",Very Good
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""Counterfeit Love."" With orignal Columbia sleeve.","41210 ""All Grown  Up"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""Miss Marcy.""","42063 ""Ole Slew-  Foot"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""All For The Love Of A Girl.""","41339 ""The Battle of New Orleans"" ",Very Good ++
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""Whispering Pines."" With original Columbia sleeve.","41308 ""When It's Springtime in Alaska"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""They'll Never Take Her Love From Me.""","41963 ""Sleepy-Eyed  John"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""The Electrified Donkey.""","41522 ""They Shined Up Rudolph's Nose"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""Take Me Like I Am.""","41502 ""I'm Ready if You're Willing"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""The Mansion You Stole.""","41782 ""North to  Alaska"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"B-side= ""Comanche (The Brave Horse).""","41685 ""Johnny  Freedom"" ",Very Good +
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""I'm A One-Woman Man.""","42653 ""All Grown  Up"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Rockabilly,"B-side= ""Words."" With original Columbia sleeve.","42302 ""Honky-Tonk  Man"" ",Near Mint
"HORTON, Johnny",COLUMBIA,Picture Sleeves,Rockabilly,"","42653 ""All Grown  Up"" ",Very Good ++
"HORTON, Johnny",COLUMBIA,Singles: 7-inch,Country,"Columbia 42774. ""When It's Springtime In Alaska"" and ""Sugar-Coated Baby.""",42774 thru 44156 ,Near Mint
"HORTON, Johnny",COLUMBIA,Picture Sleeves,Country,"","41963 ""Sleepy-Eyed  John"" ",Very Good
"HORTON, Johnny",COLUMBIA,Picture Sleeves,Country,"","41782 ""North to  Alaska"" ",Very Good
"HORTON, Johnny",DOT,Singles: 7-inch,Country,"B-side= ""Shadows On The Old Bayou.""","15996 ""Plaid & Calico"" ",Very Good ++
"HORTON, Johnny",COLUMBIA,EPs: 7-inch,Rockabilly,"","2130 ""Honky Tonk  Man"" ",Good
HOT BUTTER,MUSICOR,Singles: 7-inch,Rock,"Musicor 1458. ""Popcorn"" and ""At The Movies.""", ,Near Mint
HOT CHOCOLATE,BIG TREE,Singles: 7-inch,Rock,"Big Tree 16031. ""Emma"" and ""A Love Like Yours.""", ,Very Good
HOT-TODDYS,SHAN-TODD,Singles: 7-inch,Instrumental,"B-side= ""Shakin' And Stompin'.""","0056 ""Rockin'  Crickets"" First issue. Reads ""Featuring Bill Pennell.""",Very Good
HOUNDOG & THE KITTENS,KO CO BO,Singles: 7-inch,Country,"B-side= ""River Of Tears."" [Ctry2]","1001 ""Lover Of The Town"" ",Near Mint
"HOUSTON, David",RCA,Singles: 7-inch,Rockabilly,"B-side= ""Hasta Luego."" With original RCA sleeve.","6611 ""Sugar Sweet"" ",Near Mint
